Location,x,t,nFx
Japan,45,2074,0.004
Japan,50,2074,0
Japan,10,2075,0
Japan,15,2075,0.002
Japan,20,2075,0.018
Japan,25,2075,0.068
Japan,30,2075,0.105
Japan,35,2075,0.079
Japan,40,2075,0.028
Japan,45,2075,0.004
Japan,50,2075,0
Japan,10,2076,0
Japan,15,2076,0.002
Japan,20,2076,0.018
Japan,25,2076,0.068
Japan,30,2076,0.105
Japan,35,2076,0.078
Japan,40,2076,0.028
Japan,45,2076,0.004
Japan,50,2076,0
Japan,10,2077,0
Japan,15,2077,0.002
Japan,20,2077,0.018
Japan,25,2077,0.068
Japan,30,2077,0.105
Japan,35,2077,0.079
Japan,40,2077,0.028
Japan,45,2077,0.004
Japan,50,2077,0
Japan,10,2078,0
Japan,15,2078,0.002
Japan,20,2078,0.018
Japan,25,2078,0.068
Japan,30,2078,0.105
Japan,35,2078,0.079
Japan,40,2078,0.028
Japan,45,2078,0.004
Japan,50,2078,0
Japan,10,2079,0
Japan,15,2079,0.002
Japan,20,2079,0.018
Japan,25,2079,0.068
Japan,30,2079,0.105
Japan,35,2079,0.079
Japan,40,2079,0.028
Japan,45,2079,0.004
Japan,50,2079,0
Japan,10,2080,0
Japan,15,2080,0.002
Japan,20,2080,0.018
Japan,25,2080,0.068
Japan,30,2080,0.105
Japan,35,2080,0.079
Japan,40,2080,0.028
Japan,45,2080,0.004
Japan,50,2080,0
Japan,10,2081,0
Japan,15,2081,0.002
Japan,20,2081,0.018
Japan,25,2081,0.068
Japan,30,2081,0.106
Japan,35,2081,0.079
Japan,40,2081,0.028
Japan,45,2081,0.004
Japan,50,2081,0
Japan,10,2082,0
Japan,15,2082,0.002
Japan,20,2082,0.018
Japan,25,2082,0.068
Japan,30,2082,0.106
Japan,35,2082,0.079
Japan,40,2082,0.028
Japan,45,2082,0.004
Japan,50,2082,0
Japan,10,2083,0
Japan,15,2083,0.002
Japan,20,2083,0.018
Japan,25,2083,0.068
Japan,30,2083,0.106
Japan,35,2083,0.079
Japan,40,2083,0.028
Japan,45,2083,0.004
Japan,50,2083,0
Japan,10,2084,0
Japan,15,2084,0.002
Japan,20,2084,0.018
Japan,25,2084,0.068
Japan,30,2084,0.106
Japan,35,2084,0.079
Japan,40,2084,0.028
Japan,45,2084,0.004
Japan,50,2084,0
Japan,10,2085,0
Japan,15,2085,0.002
Japan,20,2085,0.018
Japan,25,2085,0.068
Japan,30,2085,0.106
Japan,35,2085,0.079
Japan,40,2085,0.028
Japan,45,2085,0.004
Japan,50,2085,0
Japan,10,2086,0
Japan,15,2086,0.002
Japan,20,2086,0.018
Japan,25,2086,0.068
Japan,30,2086,0.106
Japan,35,2086,0.079
Japan,40,2086,0.028
Japan,45,2086,0.004
Japan,50,2086,0
Japan,10,2087,0
Japan,15,2087,0.002
Japan,20,2087,0.018
Japan,25,2087,0.068
Japan,30,2087,0.106
Japan,35,2087,0.079
Japan,40,2087,0.028
Japan,45,2087,0.004
Japan,50,2087,0
Japan,10,2088,0
Japan,15,2088,0.002
Japan,20,2088,0.018
Japan,25,2088,0.069
Japan,30,2088,0.106
Japan,35,2088,0.079
Japan,40,2088,0.028
Japan,45,2088,0.004
Japan,50,2088,0
Japan,10,2089,0
Japan,15,2089,0.002
Japan,20,2089,0.018
Japan,25,2089,0.068
Japan,30,2089,0.106
Japan,35,2089,0.079
Japan,40,2089,0.028
Japan,45,2089,0.004
Japan,50,2089,0
Japan,10,2090,0
Japan,15,2090,0.002
Japan,20,2090,0.018
Japan,25,2090,0.069
Japan,30,2090,0.107
Japan,35,2090,0.08
Japan,40,2090,0.028
Japan,45,2090,0.004
Japan,50,2090,0
Japan,10,2091,0
Japan,15,2091,0.002
Japan,20,2091,0.018
Japan,25,2091,0.069
Japan,30,2091,0.107
Japan,35,2091,0.08
Japan,40,2091,0.028
Japan,45,2091,0.004
Japan,50,2091,0
Japan,10,2092,0
Japan,15,2092,0.002
Japan,20,2092,0.018
Japan,25,2092,0.069
Japan,30,2092,0.107
Japan,35,2092,0.08
Japan,40,2092,0.028
Japan,45,2092,0.004
Japan,50,2092,0
Japan,10,2093,0
Japan,15,2093,0.002
Japan,20,2093,0.018
Japan,25,2093,0.069
Japan,30,2093,0.107
Japan,35,2093,0.08
Japan,40,2093,0.028
Japan,45,2093,0.004
Japan,50,2093,0
Japan,10,2094,0
Japan,15,2094,0.002
Japan,20,2094,0.018
Japan,25,2094,0.069
Japan,30,2094,0.107
Japan,35,2094,0.08
Japan,40,2094,0.028
Japan,45,2094,0.004
Japan,50,2094,0
Japan,10,2095,0
Japan,15,2095,0.002
Japan,20,2095,0.018
Japan,25,2095,0.069
Japan,30,2095,0.107
Japan,35,2095,0.08
Japan,40,2095,0.028
Japan,45,2095,0.004
Japan,50,2095,0
Japan,10,2096,0
Japan,15,2096,0.002
Japan,20,2096,0.018
Japan,25,2096,0.069
Japan,30,2096,0.107
Japan,35,2096,0.08
Japan,40,2096,0.028
Japan,45,2096,0.004
Japan,50,2096,0
Japan,10,2097,0
Japan,15,2097,0.002
Japan,20,2097,0.018
Japan,25,2097,0.069
Japan,30,2097,0.107
Japan,35,2097,0.08
Japan,40,2097,0.028
Japan,45,2097,0.004
Japan,50,2097,0
Japan,10,2098,0
Japan,15,2098,0.002
Japan,20,2098,0.018
Japan,25,2098,0.069
Japan,30,2098,0.108
Japan,35,2098,0.081
Japan,40,2098,0.028
Japan,45,2098,0.004
Japan,50,2098,0
Japan,10,2099,0
Japan,15,2099,0.002
Japan,20,2099,0.018
Japan,25,2099,0.069
Japan,30,2099,0.107
Japan,35,2099,0.08
Japan,40,2099,0.028
Japan,45,2099,0.004
Japan,50,2099,0
Japan,10,2100,0
Japan,15,2100,0.002
Japan,20,2100,0.018
Japan,25,2100,0.069
Japan,30,2100,0.108
Japan,35,2100,0.08
Japan,40,2100,0.028
Japan,45,2100,0.004
Japan,50,2100,0
Republic of Korea,10,1950,0
Republic of Korea,15,1950,0.033
Republic of Korea,20,1950,0.238
Republic of Korea,25,1950,0.327
Republic of Korea,30,1950,0.287
Republic of Korea,35,1950,0.195
Republic of Korea,40,1950,0.092
Republic of Korea,45,1950,0.02
Republic of Korea,50,1950,0.002
Republic of Korea,10,1951,0
Republic of Korea,15,1951,0.032
Republic of Korea,20,1951,0.237
Republic of Korea,25,1951,0.327
Republic of Korea,30,1951,0.287
Republic of Korea,35,1951,0.194
Republic of Korea,40,1951,0.091
Republic of Korea,45,1951,0.021
Republic of Korea,50,1951,0.002
Republic of Korea,10,1952,0
Republic of Korea,15,1952,0.032
Republic of Korea,20,1952,0.236
Republic of Korea,25,1952,0.325
Republic of Korea,30,1952,0.286
Republic of Korea,35,1952,0.194
Republic of Korea,40,1952,0.091
Republic of Korea,45,1952,0.021
Republic of Korea,50,1952,0.002
Republic of Korea,10,1953,0
Republic of Korea,15,1953,0.032
Republic of Korea,20,1953,0.242
Republic of Korea,25,1953,0.328
Republic of Korea,30,1953,0.291
Republic of Korea,35,1953,0.196
Republic of Korea,40,1953,0.093
Republic of Korea,45,1953,0.022
Republic of Korea,50,1953,0.002
Republic of Korea,10,1954,0
Republic of Korea,15,1954,0.033
Republic of Korea,20,1954,0.245
Republic of Korea,25,1954,0.329
Republic of Korea,30,1954,0.292
Republic of Korea,35,1954,0.198
Republic of Korea,40,1954,0.093
Republic of Korea,45,1954,0.022
Republic of Korea,50,1954,0.002
Republic of Korea,10,1955,0
Republic of Korea,15,1955,0.033
Republic of Korea,20,1955,0.248
Republic of Korea,25,1955,0.331
Republic of Korea,30,1955,0.293
Republic of Korea,35,1955,0.199
Republic of Korea,40,1955,0.094
Republic of Korea,45,1955,0.022
Republic of Korea,50,1955,0.002
Republic of Korea,10,1956,0
Republic of Korea,15,1956,0.033
Republic of Korea,20,1956,0.25
Republic of Korea,25,1956,0.335
Republic of Korea,30,1956,0.293
Republic of Korea,35,1956,0.2
Republic of Korea,40,1956,0.094
Republic of Korea,45,1956,0.022
Republic of Korea,50,1956,0.002
Republic of Korea,10,1957,0
Republic of Korea,15,1957,0.033
Republic of Korea,20,1957,0.253
Republic of Korea,25,1957,0.339
Republic of Korea,30,1957,0.293
Republic of Korea,35,1957,0.2
Republic of Korea,40,1957,0.095
Republic of Korea,45,1957,0.022
Republic of Korea,50,1957,0.002
Republic of Korea,10,1958,0
Republic of Korea,15,1958,0.034
Republic of Korea,20,1958,0.253
Republic of Korea,25,1958,0.34
Republic of Korea,30,1958,0.29
Republic of Korea,35,1958,0.197
Republic of Korea,40,1958,0.094
Republic of Korea,45,1958,0.022
Republic of Korea,50,1958,0.002
Republic of Korea,10,1959,0
Republic of Korea,15,1959,0.033
Republic of Korea,20,1959,0.248
Republic of Korea,25,1959,0.34
Republic of Korea,30,1959,0.285
Republic of Korea,35,1959,0.193
Republic of Korea,40,1959,0.092
Republic of Korea,45,1959,0.021
Republic of Korea,50,1959,0.002
Republic of Korea,10,1960,0
Republic of Korea,15,1960,0.032
Republic of Korea,20,1960,0.244
Republic of Korea,25,1960,0.338
Republic of Korea,30,1960,0.278
Republic of Korea,35,1960,0.188
Republic of Korea,40,1960,0.089
Republic of Korea,45,1960,0.02
Republic of Korea,50,1960,0.002
Republic of Korea,10,1961,0
Republic of Korea,15,1961,0.03
Republic of Korea,20,1961,0.238
Republic of Korea,25,1961,0.337
Republic of Korea,30,1961,0.27
Republic of Korea,35,1961,0.181
Republic of Korea,40,1961,0.085
Republic of Korea,45,1961,0.019
Republic of Korea,50,1961,0.002
Republic of Korea,10,1962,0
Republic of Korea,15,1962,0.028
Republic of Korea,20,1962,0.232
Republic of Korea,25,1962,0.332
Republic of Korea,30,1962,0.262
Republic of Korea,35,1962,0.173
Republic of Korea,40,1962,0.081
Republic of Korea,45,1962,0.018
Republic of Korea,50,1962,0.002
Republic of Korea,10,1963,0
Republic of Korea,15,1963,0.025
Republic of Korea,20,1963,0.223
Republic of Korea,25,1963,0.327
Republic of Korea,30,1963,0.251
Republic of Korea,35,1963,0.163
Republic of Korea,40,1963,0.076
Republic of Korea,45,1963,0.017
Republic of Korea,50,1963,0.002
Republic of Korea,10,1964,0
Republic of Korea,15,1964,0.023
Republic of Korea,20,1964,0.217
Republic of Korea,25,1964,0.321
Republic of Korea,30,1964,0.24
Republic of Korea,35,1964,0.153
Republic of Korea,40,1964,0.07
Republic of Korea,45,1964,0.015
Republic of Korea,50,1964,0.001
Republic of Korea,10,1965,0
Republic of Korea,15,1965,0.021
Republic of Korea,20,1965,0.209
Republic of Korea,25,1965,0.317
Republic of Korea,30,1965,0.232
Republic of Korea,35,1965,0.145
Republic of Korea,40,1965,0.065
Republic of Korea,45,1965,0.014
Republic of Korea,50,1965,0.001
Republic of Korea,10,1966,0
Republic of Korea,15,1966,0.02
Republic of Korea,20,1966,0.201
Republic of Korea,25,1966,0.31
Republic of Korea,30,1966,0.224
Republic of Korea,35,1966,0.137
Republic of Korea,40,1966,0.061
Republic of Korea,45,1966,0.014
Republic of Korea,50,1966,0.001
Republic of Korea,10,1967,0
Republic of Korea,15,1967,0.019
Republic of Korea,20,1967,0.189
Republic of Korea,25,1967,0.304
Republic of Korea,30,1967,0.217
Republic of Korea,35,1967,0.129
Republic of Korea,40,1967,0.057
Republic of Korea,45,1967,0.013
Republic of Korea,50,1967,0.001
Republic of Korea,10,1968,0
Republic of Korea,15,1968,0.013
Republic of Korea,20,1968,0.168
Republic of Korea,25,1968,0.294
Republic of Korea,30,1968,0.213
Republic of Korea,35,1968,0.125
Republic of Korea,40,1968,0.055
Republic of Korea,45,1968,0.026
Republic of Korea,50,1968,0.004
Republic of Korea,10,1969,0
Republic of Korea,15,1969,0.013
Republic of Korea,20,1969,0.17
Republic of Korea,25,1969,0.302
Republic of Korea,30,1969,0.216
Republic of Korea,35,1969,0.119
Republic of Korea,40,1969,0.049
Republic of Korea,45,1969,0.02
Republic of Korea,50,1969,0.003
Republic of Korea,10,1970,0
Republic of Korea,15,1970,0.013
Republic of Korea,20,1970,0.172
Republic of Korea,25,1970,0.307
Republic of Korea,30,1970,0.217
Republic of Korea,35,1970,0.113
Republic of Korea,40,1970,0.042
Republic of Korea,45,1970,0.015
Republic of Korea,50,1970,0.002
Republic of Korea,10,1971,0
Republic of Korea,15,1971,0.012
Republic of Korea,20,1971,0.167
Republic of Korea,25,1971,0.304
Republic of Korea,30,1971,0.217
Republic of Korea,35,1971,0.103
Republic of Korea,40,1971,0.034
Republic of Korea,45,1971,0.011
Republic of Korea,50,1971,0.001
Republic of Korea,10,1972,0
Republic of Korea,15,1972,0.012
Republic of Korea,20,1972,0.159
Republic of Korea,25,1972,0.299
Republic of Korea,30,1972,0.214
Republic of Korea,35,1972,0.094
Republic of Korea,40,1972,0.027
Republic of Korea,45,1972,0.008
Republic of Korea,50,1972,0.001
Republic of Korea,10,1973,0
Republic of Korea,15,1973,0.013
Republic of Korea,20,1973,0.162
Republic of Korea,25,1973,0.293
Republic of Korea,30,1973,0.191
Republic of Korea,35,1973,0.082
Republic of Korea,40,1973,0.026
Republic of Korea,45,1973,0.007
Republic of Korea,50,1973,0.001
Republic of Korea,10,1974,0
Republic of Korea,15,1974,0.014
Republic of Korea,20,1974,0.167
Republic of Korea,25,1974,0.28
Republic of Korea,30,1974,0.17
Republic of Korea,35,1974,0.07
Republic of Korea,40,1974,0.023
Republic of Korea,45,1974,0.006
Republic of Korea,50,1974,0.001
Republic of Korea,10,1975,0
Republic of Korea,15,1975,0.015
Republic of Korea,20,1975,0.168
Republic of Korea,25,1975,0.263
Republic of Korea,30,1975,0.146
Republic of Korea,35,1975,0.058
Republic of Korea,40,1975,0.019
Republic of Korea,45,1975,0.004
Republic of Korea,50,1975,0
Republic of Korea,10,1976,0
Republic of Korea,15,1976,0.015
Republic of Korea,20,1976,0.163
Republic of Korea,25,1976,0.251
Republic of Korea,30,1976,0.126
Republic of Korea,35,1976,0.051
Republic of Korea,40,1976,0.018
Republic of Korea,45,1976,0.004
Republic of Korea,50,1976,0
Republic of Korea,10,1977,0
Republic of Korea,15,1977,0.017
Republic of Korea,20,1977,0.158
Republic of Korea,25,1977,0.242
Republic of Korea,30,1977,0.115
Republic of Korea,35,1977,0.044
Republic of Korea,40,1977,0.017
Republic of Korea,45,1977,0.004
Republic of Korea,50,1977,0
Republic of Korea,10,1978,0
Republic of Korea,15,1978,0.015
Republic of Korea,20,1978,0.14
Republic of Korea,25,1978,0.237
Republic of Korea,30,1978,0.109
Republic of Korea,35,1978,0.039
Republic of Korea,40,1978,0.012
Republic of Korea,45,1978,0.003
Republic of Korea,50,1978,0
Republic of Korea,10,1979,0
Republic of Korea,15,1979,0.014
Republic of Korea,20,1979,0.142
Republic of Korea,25,1979,0.239
Republic of Korea,30,1979,0.107
Republic of Korea,35,1979,0.034
Republic of Korea,40,1979,0.01
Republic of Korea,45,1979,0.002
Republic of Korea,50,1979,0
Republic of Korea,10,1980,0
Republic of Korea,15,1980,0.012
Republic of Korea,20,1980,0.132
Republic of Korea,25,1980,0.236
Republic of Korea,30,1980,0.108
Republic of Korea,35,1980,0.037
Republic of Korea,40,1980,0.013
Republic of Korea,45,1980,0.004
Republic of Korea,50,1980,0.001
Republic of Korea,10,1981,0
Republic of Korea,15,1981,0.015
Republic of Korea,20,1981,0.154
Republic of Korea,25,1981,0.236
Republic of Korea,30,1981,0.088
Republic of Korea,35,1981,0.025
Republic of Korea,40,1981,0.007
Republic of Korea,45,1981,0.002
Republic of Korea,50,1981,0
Republic of Korea,10,1982,0
Republic of Korea,15,1982,0.016
Republic of Korea,20,1982,0.16
Republic of Korea,25,1982,0.216
Republic of Korea,30,1982,0.073
Republic of Korea,35,1982,0.02
Republic of Korea,40,1982,0.006
Republic of Korea,45,1982,0.001
Republic of Korea,50,1982,0
Republic of Korea,10,1983,0
Republic of Korea,15,1983,0.015
Republic of Korea,20,1983,0.152
Republic of Korea,25,1983,0.194
Republic of Korea,30,1983,0.059
Republic of Korea,35,1983,0.015
Republic of Korea,40,1983,0.004
Republic of Korea,45,1983,0.001
Republic of Korea,50,1983,0
Republic of Korea,10,1984,0
Republic of Korea,15,1984,0.014
Republic of Korea,20,1984,0.14
Republic of Korea,25,1984,0.175
Republic of Korea,30,1984,0.047
Republic of Korea,35,1984,0.011
Republic of Korea,40,1984,0.003
Republic of Korea,45,1984,0
Republic of Korea,50,1984,0
Republic of Korea,10,1985,0
Republic of Korea,15,1985,0.011
Republic of Korea,20,1985,0.123
Republic of Korea,25,1985,0.165
Republic of Korea,30,1985,0.045
Republic of Korea,35,1985,0.009
Republic of Korea,40,1985,0.003
Republic of Korea,45,1985,0
Republic of Korea,50,1985,0
Republic of Korea,10,1986,0
Republic of Korea,15,1986,0.009
Republic of Korea,20,1986,0.109
Republic of Korea,25,1986,0.165
Republic of Korea,30,1986,0.044
Republic of Korea,35,1986,0.008
Republic of Korea,40,1986,0.002
Republic of Korea,45,1986,0
Republic of Korea,50,1986,0
Republic of Korea,10,1987,0
Republic of Korea,15,1987,0.008
Republic of Korea,20,1987,0.1
Republic of Korea,25,1987,0.164
Republic of Korea,30,1987,0.043
Republic of Korea,35,1987,0.007
Republic of Korea,40,1987,0.002
Republic of Korea,45,1987,0
Republic of Korea,50,1987,0
Republic of Korea,10,1988,0
Republic of Korea,15,1988,0.006
Republic of Korea,20,1988,0.091
Republic of Korea,25,1988,0.165
Republic of Korea,30,1988,0.045
Republic of Korea,35,1988,0.007
Republic of Korea,40,1988,0.002
Republic of Korea,45,1988,0
Republic of Korea,50,1988,0
Republic of Korea,10,1989,0
Republic of Korea,15,1989,0.005
Republic of Korea,20,1989,0.087
Republic of Korea,25,1989,0.166
Republic of Korea,30,1989,0.048
Republic of Korea,35,1989,0.008
Republic of Korea,40,1989,0.002
Republic of Korea,45,1989,0
Republic of Korea,50,1989,0
Republic of Korea,10,1990,0
Republic of Korea,15,1990,0.004
Republic of Korea,20,1990,0.082
Republic of Korea,25,1990,0.17
Republic of Korea,30,1990,0.053
Republic of Korea,35,1990,0.009
Republic of Korea,40,1990,0.002
Republic of Korea,45,1990,0
Republic of Korea,50,1990,0
Republic of Korea,10,1991,0
Republic of Korea,15,1991,0.004
Republic of Korea,20,1991,0.081
Republic of Korea,25,1991,0.177
Republic of Korea,30,1991,0.059
Republic of Korea,35,1991,0.01
Republic of Korea,40,1991,0.002
Republic of Korea,45,1991,0
Republic of Korea,50,1991,0
Republic of Korea,10,1992,0
Republic of Korea,15,1992,0.003
Republic of Korea,20,1992,0.079
Republic of Korea,25,1992,0.179
Republic of Korea,30,1992,0.064
Republic of Korea,35,1992,0.012
Republic of Korea,40,1992,0.002
Republic of Korea,45,1992,0
Republic of Korea,50,1992,0
Republic of Korea,10,1993,0
Republic of Korea,15,1993,0.003
Republic of Korea,20,1993,0.073
Republic of Korea,25,1993,0.176
Republic of Korea,30,1993,0.066
Republic of Korea,35,1993,0.013
Republic of Korea,40,1993,0.002
Republic of Korea,45,1993,0
Republic of Korea,50,1993,0
Republic of Korea,10,1994,0
Republic of Korea,15,1994,0.003
Republic of Korea,20,1994,0.067
Republic of Korea,25,1994,0.177
Republic of Korea,30,1994,0.068
Republic of Korea,35,1994,0.014
Republic of Korea,40,1994,0.002
Republic of Korea,45,1994,0
Republic of Korea,50,1994,0
Republic of Korea,10,1995,0
Republic of Korea,15,1995,0.002
Republic of Korea,20,1995,0.064
Republic of Korea,25,1995,0.175
Republic of Korea,30,1995,0.069
Republic of Korea,35,1995,0.015
Republic of Korea,40,1995,0.002
Republic of Korea,45,1995,0
Republic of Korea,50,1995,0
Republic of Korea,10,1996,0
Republic of Korea,15,1996,0.002
Republic of Korea,20,1996,0.061
Republic of Korea,25,1996,0.169
Republic of Korea,30,1996,0.069
Republic of Korea,35,1996,0.015
Republic of Korea,40,1996,0.002
Republic of Korea,45,1996,0
Republic of Korea,50,1996,0
Republic of Korea,10,1997,0
Republic of Korea,15,1997,0.002
Republic of Korea,20,1997,0.057
Republic of Korea,25,1997,0.163
Republic of Korea,30,1997,0.071
Republic of Korea,35,1997,0.016
Republic of Korea,40,1997,0.002
Republic of Korea,45,1997,0
Republic of Korea,50,1997,0
Republic of Korea,10,1998,0
Republic of Korea,15,1998,0.002
Republic of Korea,20,1998,0.051
Republic of Korea,25,1998,0.156
Republic of Korea,30,1998,0.073
Republic of Korea,35,1998,0.016
Republic of Korea,40,1998,0.002
Republic of Korea,45,1998,0
Republic of Korea,50,1998,0
Republic of Korea,10,1999,0
Republic of Korea,15,1999,0.002
Republic of Korea,20,1999,0.045
Republic of Korea,25,1999,0.149
Republic of Korea,30,1999,0.076
Republic of Korea,35,1999,0.016
Republic of Korea,40,1999,0.002
Republic of Korea,45,1999,0
Republic of Korea,50,1999,0
Republic of Korea,10,2000,0
Republic of Korea,15,2000,0.002
Republic of Korea,20,2000,0.04
Republic of Korea,25,2000,0.142
Republic of Korea,30,2000,0.08
Republic of Korea,35,2000,0.017
Republic of Korea,40,2000,0.002
Republic of Korea,45,2000,0
Republic of Korea,50,2000,0
Republic of Korea,10,2001,0
Republic of Korea,15,2001,0.002
Republic of Korea,20,2001,0.033
Republic of Korea,25,2001,0.128
Republic of Korea,30,2001,0.077
Republic of Korea,35,2001,0.017
Republic of Korea,40,2001,0.002
Republic of Korea,45,2001,0
Republic of Korea,50,2001,0
Republic of Korea,10,2002,0
Republic of Korea,15,2002,0.002
Republic of Korea,20,2002,0.028
Republic of Korea,25,2002,0.114
Republic of Korea,30,2002,0.076
Republic of Korea,35,2002,0.017
Republic of Korea,40,2002,0.002
Republic of Korea,45,2002,0
Republic of Korea,50,2002,0
Republic of Korea,10,2003,0
Republic of Korea,15,2003,0.002
Republic of Korea,20,2003,0.026
Republic of Korea,25,2003,0.109
Republic of Korea,30,2003,0.077
Republic of Korea,35,2003,0.018
Republic of Korea,40,2003,0.002
Republic of Korea,45,2003,0
Republic of Korea,50,2003,0
Republic of Korea,10,2004,0
Republic of Korea,15,2004,0.001
Republic of Korea,20,2004,0.023
Republic of Korea,25,2004,0.102
Republic of Korea,30,2004,0.08
Republic of Korea,35,2004,0.019
Republic of Korea,40,2004,0.002
Republic of Korea,45,2004,0
Republic of Korea,50,2004,0
Republic of Korea,10,2005,0
Republic of Korea,15,2005,0.002
Republic of Korea,20,2005,0.021
Republic of Korea,25,2005,0.093
Republic of Korea,30,2005,0.081
Republic of Korea,35,2005,0.02
Republic of Korea,40,2005,0.002
Republic of Korea,45,2005,0
Republic of Korea,50,2005,0
Republic of Korea,10,2006,0
Republic of Korea,15,2006,0.002
Republic of Korea,20,2006,0.021
Republic of Korea,25,2006,0.09
Republic of Korea,30,2006,0.087
Republic of Korea,35,2006,0.023
Republic of Korea,40,2006,0.002
Republic of Korea,45,2006,0.001
Republic of Korea,50,2006,0
Republic of Korea,10,2007,0
Republic of Korea,15,2007,0.002
Republic of Korea,20,2007,0.021
Republic of Korea,25,2007,0.091
Republic of Korea,30,2007,0.095
Republic of Korea,35,2007,0.026
Republic of Korea,40,2007,0.002
Republic of Korea,45,2007,0.001
Republic of Korea,50,2007,0
Republic of Korea,10,2008,0
Republic of Korea,15,2008,0.002
Republic of Korea,20,2008,0.02
Republic of Korea,25,2008,0.085
Republic of Korea,30,2008,0.098
Republic of Korea,35,2008,0.027
Republic of Korea,40,2008,0.002
Republic of Korea,45,2008,0.001
Republic of Korea,50,2008,0
Republic of Korea,10,2009,0
Republic of Korea,15,2009,0.002
Republic of Korea,20,2009,0.018
Republic of Korea,25,2009,0.081
Republic of Korea,30,2009,0.099
Republic of Korea,35,2009,0.028
Republic of Korea,40,2009,0.003
Republic of Korea,45,2009,0.001
Republic of Korea,50,2009,0
Republic of Korea,10,2010,0
Republic of Korea,15,2010,0.003
Republic of Korea,20,2010,0.017
Republic of Korea,25,2010,0.08
Republic of Korea,30,2010,0.108
Republic of Korea,35,2010,0.032
Republic of Korea,40,2010,0.003
Republic of Korea,45,2010,0.001
Republic of Korea,50,2010,0
Republic of Korea,10,2011,0
Republic of Korea,15,2011,0.003
Republic of Korea,20,2011,0.017
Republic of Korea,25,2011,0.079
Republic of Korea,30,2011,0.111
Republic of Korea,35,2011,0.035
Republic of Korea,40,2011,0.004
Republic of Korea,45,2011,0.001
Republic of Korea,50,2011,0
Republic of Korea,10,2012,0
Republic of Korea,15,2012,0.003
Republic of Korea,20,2012,0.016
Republic of Korea,25,2012,0.077
